#Organism Name	Organism Groups		Size(Mb)	Chromosomes
"Acidobacteria bacterium 13_1_40CM_2_56_5"	Bacteria	Acidobacteria	1.10772	0
"Acidobacteria bacterium 13_1_40CM_2_60_7"	Bacteria	Acidobacteria	1.95541	0
"Acidobacteria bacterium 13_1_40CM_2_64_6"	Bacteria	Acidobacteria	1.25303	0
"Acidobacteria bacterium 13_1_40CM_2_68_10"	Bacteria	Acidobacteria	1.85308	0
"Acidobacteria bacterium 13_1_40CM_2_68_5"	Bacteria	Acidobacteria	2.91454	0
"Acidobacteria bacterium 13_1_40CM_3_55_6"	Bacteria	Acidobacteria	2.30105	0
"Acidobacteria bacterium 13_1_40CM_3_56_11"	Bacteria	Acidobacteria	3.38946	0
"Acidobacteria bacterium 13_1_40CM_3_65_5"	Bacteria	Acidobacteria	3.57111	0
"Acidobacteria bacterium 13_1_40CM_4_57_6"	Bacteria	Acidobacteria	1.10306	0
"Acidobacteria bacterium 13_1_40CM_4_58_4"	Bacteria	Acidobacteria	5.50716	0
"Acidobacteria bacterium 13_1_40CM_4_61_5"	Bacteria	Acidobacteria	1.5892	0
"Acidobacteria bacterium 13_1_40CM_4_65_8"	Bacteria	Acidobacteria	5.15662	0
"Acidobacteria bacterium 13_1_40CM_4_69_4"	Bacteria	Acidobacteria	1.44663	0
"Acidobacteria bacterium 13_1_40CM_56_16"	Bacteria	Acidobacteria	4.57	0
"Acidobacteria bacterium 13_1_40CM_65_14"	Bacteria	Acidobacteria	6.33474	0
"Acidobacteria bacterium 13_2_20CM_2_57_12"	Bacteria	Acidobacteria	2.42909	0
"Acidobacteria bacterium 13_2_20CM_2_57_6"	Bacteria	Acidobacteria	4.45554	0
"Acidobacteria bacterium 13_2_20CM_2_66_4"	Bacteria	Acidobacteria	2.86802	0
"Acidobacteria bacterium 13_2_20CM_56_17"	Bacteria	Acidobacteria	1.21702	0
"Acidobacteria bacterium 13_2_20CM_57_17"	Bacteria	Acidobacteria	4.57782	0
"Acidobacteria bacterium 13_2_20CM_57_7"	Bacteria	Acidobacteria	2.8186	0
"Acidobacteria bacterium 13_2_20CM_58_27"	Bacteria	Acidobacteria	7.41296	0
"Acidobacteria bacterium 21-70-11"	Bacteria	Acidobacteria	2.80526	0
"Acidobacteria bacterium 28-1"	Bacteria	Acidobacteria	4.14911	0
"Acidobacteria bacterium 28-9"	Bacteria	Acidobacteria	3.65258	0
"Acidobacteria bacterium 37-65-4"	Bacteria	Acidobacteria	1.1517	0
"Acidobacteria bacterium 37-71-11"	Bacteria	Acidobacteria	3.01666	0
"Acidobacteria bacterium 5-1"	Bacteria	Acidobacteria	3.21101	0
"Acidobacteria bacterium AB60"	Bacteria	Acidobacteria	6.65441	0
"Acidobacteria bacterium bin61"	Bacteria	Acidobacteria	2.88015	0
"Acidobacteria bacterium CG_4_9_14_3_um_filter_49_7"	Bacteria	Acidobacteria	2.11141	0
"Acidobacteria bacterium Ga0074141"	Bacteria	Acidobacteria	3.96415	0
"Acidobacteria bacterium Ga0077522"	Bacteria	Acidobacteria	5.44409	0
"Acidobacteria bacterium Ga0077534"	Bacteria	Acidobacteria	4.20047	0
"Acidobacteria bacterium Ga0077551"	Bacteria	Acidobacteria	3.08058	0
"Acidobacteria bacterium Ga0077553"	Bacteria	Acidobacteria	6.45451	0
"Acidobacteria bacterium JGI 0001001-H03"	Bacteria	Acidobacteria	0.789133	0
"Acidobacteria bacterium KBS 146"	Bacteria	Acidobacteria	5.00104	0
"Acidobacteria bacterium Mor1"	Bacteria	Acidobacteria	5.98954	1
"Acidobacteria bacterium OLB17"	Bacteria	Acidobacteria	2.97178	0
"Acidobacteria bacterium RBG_13_68_16"	Bacteria	Acidobacteria	3.61078	0
"Acidobacteria bacterium RBG_16_64_8"	Bacteria	Acidobacteria	2.56891	0
"Acidobacteria bacterium RBG_16_68_9"	Bacteria	Acidobacteria	1.62327	0
"Acidobacteria bacterium RBG_16_70_10"	Bacteria	Acidobacteria	2.5475	0
"Acidobacteria bacterium RIFCSPHIGHO2_01_FULL_67_28"	Bacteria	Acidobacteria	1.64112	0
"Acidobacteria bacterium RIFCSPHIGHO2_02_FULL_67_57"	Bacteria	Acidobacteria	1.49664	0
"Acidobacteria bacterium RIFCSPHIGHO2_12_FULL_67_30"	Bacteria	Acidobacteria	1.34603	0
"Acidobacteria bacterium RIFCSPLOWO2_02_FULL_59_13"	Bacteria	Acidobacteria	3.86037	0
"Acidobacteria bacterium RIFCSPLOWO2_02_FULL_60_20"	Bacteria	Acidobacteria	1.88436	0
"Acidobacteria bacterium RIFCSPLOWO2_02_FULL_61_28"	Bacteria	Acidobacteria	3.86437	0
"Acidobacteria bacterium RIFCSPLOWO2_02_FULL_64_15"	Bacteria	Acidobacteria	3.95019	0
"Acidobacteria bacterium RIFCSPLOWO2_02_FULL_65_29"	Bacteria	Acidobacteria	5.50833	0
"Acidobacteria bacterium RIFCSPLOWO2_02_FULL_67_21"	Bacteria	Acidobacteria	4.19387	0
"Acidobacteria bacterium RIFCSPLOWO2_02_FULL_67_36"	Bacteria	Acidobacteria	6.38153	0
"Acidobacteria bacterium RIFCSPLOWO2_02_FULL_68_18"	Bacteria	Acidobacteria	4.40932	0
"Acidobacteria bacterium RIFCSPLOWO2_12_FULL_54_10"	Bacteria	Acidobacteria	2.94916	0
"Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"	Bacteria	Acidobacteria	2.05877	0
"Acidobacteria bacterium RIFCSPLOWO2_12_FULL_60_22"	Bacteria	Acidobacteria	4.21558	0
"Acidobacteria bacterium RIFCSPLOWO2_12_FULL_65_11"	Bacteria	Acidobacteria	3.55486	0
"Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_10"	Bacteria	Acidobacteria	1.35627	0
"Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21"	Bacteria	Acidobacteria	6.47518	0
"Acidobacteria bacterium RIFCSPLOWO2_12_FULL_67_14"	Bacteria	Acidobacteria	4.10608	0
"Acidobacteria bacterium RIFCSPLOWO2_12_FULL_67_14b"	Bacteria	Acidobacteria	5.30922	0
"Acidobacteria bacterium RIFCSPLOWO2_12_FULL_68_19"	Bacteria	Acidobacteria	4.21212	0
"Acidobacteria bacterium SCGC AG-212-P17"	Bacteria	Acidobacteria	0.615657	0
"Acidobacteria bacterium SCN 69-37"	Bacteria	Acidobacteria	4.43272	0
"Acidobacteria bacterium UBA2140"	Bacteria	Acidobacteria	3.45617	0
"Acidobacteria bacterium UBA2161"	Bacteria	Acidobacteria	3.63183	0
"Acidobacteria bacterium UBA2167"	Bacteria	Acidobacteria	3.31443	0
"Acidobacteria bacterium UBA2990"	Bacteria	Acidobacteria	3.62705	0
"Acidobacteria bacterium UBA2994"	Bacteria	Acidobacteria	4.1205	0
"Acidobacteria bacterium UBA2999"	Bacteria	Acidobacteria	1.93688	0
"Acidobacteria bacterium UBA5166"	Bacteria	Acidobacteria	2.22612	0
"Acidobacteria bacterium UBA6628"	Bacteria	Acidobacteria	2.59267	0
"Acidobacteria bacterium UBA6911"	Bacteria	Acidobacteria	4.94178	0
"Acidobacteria bacterium UBA7540"	Bacteria	Acidobacteria	6.33755	0
"Acidobacteria bacterium UBA7541"	Bacteria	Acidobacteria	5.5126	0
"Acidobacteria bacterium UBA823"	Bacteria	Acidobacteria	2.53784	0
"Acidobacteria bacterium UBA890"	Bacteria	Acidobacteria	3.09148	0
"Acidobacteria subdivision 13 bacterium RH2 MAG17b"	Bacteria	Acidobacteria	2.79846	0
"Acidobacteria subdivision 2 bacterium RH1 MAG20"	Bacteria	Acidobacteria	4.88515	0
"Acidobacteriaceae bacterium"	Bacteria	Acidobacteria	8.04529	0
"Acidobacteriaceae bacterium KBS 83"	Bacteria	Acidobacteria	6.25081	0
"Acidobacteriaceae bacterium KBS 89"	Bacteria	Acidobacteria	6.00993	0
"Acidobacteriaceae bacterium KBS 96"	Bacteria	Acidobacteria	6.69216	0
"Acidobacteriaceae bacterium TAA166"	Bacteria	Acidobacteria	6.13693	0
"Acidobacteriaceae bacterium UBA1307"	Bacteria	Acidobacteria	3.30933	0
"Acidobacteriaceae bacterium UBA1795"	Bacteria	Acidobacteria	3.94691	0
"Acidobacteriaceae bacterium URHE0068"	Bacteria	Acidobacteria	6.67919	0
"Acidobacteriales bacterium"	Bacteria	Acidobacteria	2.11008	0
"Acidobacteriales bacterium 13_1_40CM_3_55_5"	Bacteria	Acidobacteria	2.86579	0
"Acidobacteriales bacterium 13_2_20CM_2_55_5"	Bacteria	Acidobacteria	1.75738	0
"Acidobacteriales bacterium 13_2_20CM_55_8"	Bacteria	Acidobacteria	2.77486	0
"Acidobacteriales bacterium 59-55"	Bacteria	Acidobacteria	4.92349	0
"Acidobacteriia bacterium"	Bacteria	Acidobacteria	7.44243	0
"Acidobacteriia bacterium 12-62-4"	Bacteria	Acidobacteria	1.88623	0
"Acidobacteriia bacterium AA117"	Bacteria	Acidobacteria	6.48245	0
"Acidobacteriia bacterium SbA2"	Bacteria	Acidobacteria	2.75195	0
"Acidobacteriia bacterium UBA6623"	Bacteria	Acidobacteria	1.81232	0
"Acidobacterium"	Bacteria	Acidobacteria	5.43016	0
"Acidobacterium ailaaui"	Bacteria	Acidobacteria	3.68652	0
"Acidobacterium capsulatum"	Bacteria	Acidobacteria	4.12736	1
"Acidocella"	Bacteria	Proteobacteria	3.62486	0
"Acidocella aminolytica"	Bacteria	Proteobacteria	3.96482	0
"Acidocella facilis"	Bacteria	Proteobacteria	3.40393	0
"Acidomonas methanolica"	Bacteria	Proteobacteria	3.69003	0
"Acidomyces richmondensis"	Eukaryota	Fungi	29.3472	0
"Acidothermus cellulolyticus"	Bacteria	Terrabacteria group	2.44354	1
"Acidovorax"	Bacteria	Proteobacteria	7.99796	1
"Acidovorax anthurii"	Bacteria	Proteobacteria	5.46904	0
"Acidovorax avenae"	Bacteria	Proteobacteria	5.48217	1
"Acidovorax caeni"	Bacteria	Proteobacteria	4.19093	0
"Acidovorax carolinensis"	Bacteria	Proteobacteria	4.70474	1
"Acidovorax cattleyae"	Bacteria	Proteobacteria	5.61839	1
"Acidovorax cavernicola"	Bacteria	Proteobacteria	7.03867	0
"Acidovorax citrulli"	Bacteria	Proteobacteria	5.35463	1
"Acidovorax delafieldii"	Bacteria	Proteobacteria	4.00739	0
"Acidovorax ebreus"	Bacteria	Proteobacteria	3.79657	1
"Acidovorax kalamii"	Bacteria	Proteobacteria	5.138	0
"Acidovorax konjaci"	Bacteria	Proteobacteria	5.07753	0
"Acidovorax oryzae"	Bacteria	Proteobacteria	5.52678	0
"Acidovorax phage ACP17"	Viruses	Other	0.156281	1
"Acidovorax phage ACPWH"	Viruses	Other	0.042499	1
"Acidovorax radicis"	Bacteria	Proteobacteria	5.53023	0
"Acidovorax soli"	Bacteria	Proteobacteria	4.13022	0
"Acidovorax temperans"	Bacteria	Proteobacteria	4.47578	0
"Acidovorax valerianellae"	Bacteria	Proteobacteria	5.25708	0
"Acidovorax wautersii"	Bacteria	Proteobacteria	5.33559	0
"Aciduliprofundum"	Archaea	Euryarchaeota	1.43709	1
"Aciduliprofundum boonei"	Archaea	Euryarchaeota	1.48678	1
"Acinetobacter"	Bacteria	Proteobacteria	6.06972	1
"Acinetobacter albensis"	Bacteria	Proteobacteria	3.0459	0
"Acinetobacter apis"	Bacteria	Proteobacteria	2.41378	0
"Acinetobacter baumannii"	Bacteria	Proteobacteria	4.33579	1
"Acinetobacter baylyi"	Bacteria	Proteobacteria	3.7469	1
"Acinetobacter beijerinckii"	Bacteria	Proteobacteria	3.56333	0
"Acinetobacter bereziniae"	Bacteria	Proteobacteria	5.02653	1
"Acinetobacter bohemicus"	Bacteria	Proteobacteria	3.65769	0
"Acinetobacter boissieri"	Bacteria	Proteobacteria	2.69021	0
"Acinetobacter bouvetii"	Bacteria	Proteobacteria	3.38882	0
"Acinetobacter brisouii"	Bacteria	Proteobacteria	3.14851	0
"Acinetobacter calcoaceticus"	Bacteria	Proteobacteria	4.12898	1
"Acinetobacter celticus"	Bacteria	Proteobacteria	3.0938	0
"Acinetobacter colistiniresistens"	Bacteria	Proteobacteria	4.42395	0
"Acinetobacter cumulans"	Bacteria	Proteobacteria	3.90149	1
"Acinetobacter defluvii"	Bacteria	Proteobacteria	3.81227	1
"Acinetobacter equi"	Bacteria	Proteobacteria	3.05427	1
"Acinetobacter gandensis"	Bacteria	Proteobacteria	3.17636	0
"Acinetobacter genomosp. 33YU"	Bacteria	Proteobacteria	4.34437	0
"Acinetobacter gerneri"	Bacteria	Proteobacteria	4.59517	0
"Acinetobacter guillouiae"	Bacteria	Proteobacteria	4.90577	0
"Acinetobacter gyllenbergii"	Bacteria	Proteobacteria	4.55135	0
"Acinetobacter haemolyticus"	Bacteria	Proteobacteria	3.97145	1
"Acinetobacter halotolerans"	Bacteria	Proteobacteria	3.2907	0
"Acinetobacter harbinensis"	Bacteria	Proteobacteria	2.89979	0
"Acinetobacter idrijaensis"	Bacteria	Proteobacteria	3.84687	0
"Acinetobacter indicus"	Bacteria	Proteobacteria	3.21164	0
"Acinetobacter johnsonii"	Bacteria	Proteobacteria	4.08133	1
"Acinetobacter junii"	Bacteria	Proteobacteria	3.37831	1
"Acinetobacter kookii"	Bacteria	Proteobacteria	3.0854	0
"Acinetobacter kyonggiensis"	Bacteria	Proteobacteria	3.71402	0
"Acinetobacter lactucae"	Bacteria	Proteobacteria	4.03268	1
"Acinetobacter larvae"	Bacteria	Proteobacteria	3.7411	1
"Acinetobacter lwoffii"	Bacteria	Proteobacteria	3.67768	1
"Acinetobacter marinus"	Bacteria	Proteobacteria	2.99478	0
"Acinetobacter nectaris"	Bacteria	Proteobacteria	2.66894	0
"Acinetobacter nosocomialis"	Bacteria	Proteobacteria	4.47632	1
"Acinetobacter oleivorans"	Bacteria	Proteobacteria	4.42909	1
"Acinetobacter parvus"	Bacteria	Proteobacteria	2.91264	0
"Acinetobacter phage AB1"	Viruses	Other	0.045159	1
"Acinetobacter phage Ab105-1phi"	Viruses	Other	0.041496	1
"Acinetobacter phage Ab105-2phi"	Viruses	Other	0.061304	1
"Acinetobacter phage Ab105-3phi"	Viruses	Other	0.063785	1
"Acinetobacter phage AB3"	Viruses	Other	0.031185	1
"Acinetobacter phage Ab56"	Viruses	Other	0.207407	0
"Acinetobacter phage AbKT21phiIII"	Viruses	Other	0.040898	1
"Acinetobacter phage Abp1"	Viruses	Other	0.042185	1
"Acinetobacter phage AbP2"	Viruses	Other	0.045373	1
"Acinetobacter phage ABPH49"	Viruses	Other	0.14996	1
"Acinetobacter phage AbTJ"	Viruses	Other	0.04267	1
"Acinetobacter phage AbTZA1"	Viruses	Other	0.168223	1
"Acinetobacter phage Ac42"	Viruses	Other	0.167716	1
"Acinetobacter phage Acj61"	Viruses	Other	0.164093	1
"Acinetobacter phage Acj9"	Viruses	Other	0.169947	1
"Acinetobacter phage AJO2"	Viruses	Other	0.010497	0
"Acinetobacter phage AM101"	Viruses	Other	0.166487	1
"Acinetobacter phage AM106"	Viruses	Other	0.052031	1
"Acinetobacter phage AM24"	Viruses	Other	0.097177	1
"Acinetobacter phage AP205"	Viruses	Other	0.004268	1
"Acinetobacter phage AP22"	Viruses	Other	0.046387	1
"Acinetobacter phage Bphi-B1251"	Viruses	Other	0.045364	1
"Acinetobacter phage BS46"	Viruses	unclassified phages	0.094068	1
"Acinetobacter phage Fri1"	Viruses	Other	0.041805	1
"Acinetobacter phage Henu6"	Viruses	Other	0.16689	1
"Acinetobacter phage IME-AB2"	Viruses	Other	0.043665	1
"Acinetobacter phage IME200"	Viruses	Other	0.041243	1
"Acinetobacter phage IME_AB3"	Viruses	Other	0.04305	1
"Acinetobacter phage KARL-1"	Viruses	Other	0.16656	1
"Acinetobacter phage LZ35"	Viruses	Other	0.044885	1
"Acinetobacter phage PBAB08"	Viruses	Other	0.042312	1
"Acinetobacter phage PBAB25"	Viruses	Other	0.04026	1
"Acinetobacter phage Petty"	Viruses	Other	0.040739	1
"Acinetobacter phage phiAB1"	Viruses	Other	0.041526	1
"Acinetobacter phage phiAB6"	Viruses	Other	0.04057	1
"Acinetobacter phage phiAC-1"	Viruses	Other	0.043216	1
"Acinetobacter phage Presley"	Viruses	Other	0.077792	1
"Acinetobacter phage SH-Ab 15497"	Viruses	Other	0.04342	1
"Acinetobacter phage SH-Ab 15519"	Viruses	Other	0.040493	1
"Acinetobacter phage SH-Ab 15599"	Viruses	Other	0.143204	1
"Acinetobacter phage SWH-Ab-1"	Viruses	Other	0.041567	1
"Acinetobacter phage TAC1"	Viruses	Other	0.10177	1
"Acinetobacter phage vB_AbaM_Acibel004"	Viruses	Other	0.09973	1
"Acinetobacter phage vB_AbaM_B09_Aci01-1"	Viruses	Other	0.103628	1
"Acinetobacter phage vB_AbaM_B09_Aci02-2"	Viruses	Other	0.104354	1
"Acinetobacter phage vB_AbaM_B09_Aci05"	Viruses	Other	0.102789	1
"Acinetobacter phage vB_AbaM_B9"	Viruses	Other	0.093641	1
"Acinetobacter phage vB_AbaM_ME3"	Viruses	Other	0.2349	1
"Acinetobacter phage vB_AbaM_phiAbaA1"	Viruses	Other	0.104906	1
"Acinetobacter phage vB_AbaP_46-62_Aci07"	Viruses	Other	0.04233	1
"Acinetobacter phage vB_AbaP_Acibel007"	Viruses	Other	0.042654	1
"Acinetobacter phage vB_AbaP_APK14"	Viruses	Other	0.041767	1
"Acinetobacter phage vB_AbaP_AS11"	Viruses	Other	0.041642	1
"Acinetobacter phage vB_AbaP_AS12"	Viruses	Other	0.041402	1
"Acinetobacter phage vB_AbaP_B09_Aci08"	Viruses	Other	0.042067	1
"Acinetobacter phage vB_AbaP_B1"	Viruses	Other	0.040879	1
"Acinetobacter phage vB_AbaP_B3"	Viruses	Other	0.040598	1
"Acinetobacter phage vB_AbaP_B5"	Viruses	Other	0.041608	1
"Acinetobacter phage vB_AbaP_D2"	Viruses	Other	0.039964	1
"Acinetobacter phage vB_AbaP_PD-6A3"	Viruses	Other	0.041563	1
"Acinetobacter phage vB_AbaP_PD-AB9"	Viruses	Other	0.040938	1
"Acinetobacter phage vB_AbaS_D0"	Viruses	Other	0.043051	1
"Acinetobacter phage vB_AbaS_Loki"	Viruses	Other	0.041308	1
"Acinetobacter phage vB_AbaS_TRS1"	Viruses	Other	0.040749	1
"Acinetobacter phage vB_ApiM_fHyAci03"	Viruses	Other	0.165975	1
"Acinetobacter phage vB_ApiP_P1"	Viruses	Other	0.041208	1
"Acinetobacter phage vB_ApiP_P2"	Viruses	Other	0.041514	1
"Acinetobacter phage vB_KpnM_IME284"	Viruses	Other	0.043557	1
"Acinetobacter phage vB_KpnM_IME285"	Viruses	Other	0.045063	1
"Acinetobacter phage vB_KpnM_IME512"	Viruses	Other	0.046499	1
"Acinetobacter phage WCHABP1"	Viruses	Other	0.045888	1
"Acinetobacter phage WCHABP12"	Viruses	Other	0.045415	1
"Acinetobacter phage WCHABP5"	Viruses	Other	0.040409	1
"Acinetobacter phage YMC-13-01-C62"	Viruses	Other	0.044844	1
"Acinetobacter phage YMC11/11/R3177"	Viruses	Other	0.047575	1
"Acinetobacter phage YMC11/12/R1215"	Viruses	Other	0.044866	1
"Acinetobacter phage YMC11/12/R2315"	Viruses	Other	0.044846	1
"Acinetobacter phage YMC13/03/R2096"	Viruses	Other	0.09817	1
"Acinetobacter phage ZZ1"	Viruses	Other	0.166687	1
"Acinetobacter piscicola"	Bacteria	Proteobacteria	3.81403	0
"Acinetobacter pittii"	Bacteria	Proteobacteria	3.86253	1
"Acinetobacter populi"	Bacteria	Proteobacteria	3.6867	0
"Acinetobacter pragensis"	Bacteria	Proteobacteria	3.70639	0
"Acinetobacter proteolyticus"	Bacteria	Proteobacteria	4.37465	0
"Acinetobacter puyangensis"	Bacteria	Proteobacteria	3.78122	0
"Acinetobacter qingfengensis"	Bacteria	Proteobacteria	3.14077	0
"Acinetobacter radioresistens"	Bacteria	Proteobacteria	3.19549	0
"Acinetobacter rudis"	Bacteria	Proteobacteria	3.96179	0
"Acinetobacter schindleri"	Bacteria	Proteobacteria	3.26805	1
"Acinetobacter seifertii"	Bacteria	Proteobacteria	4.23169	0
"Acinetobacter soli"	Bacteria	Proteobacteria	3.63635	1
"Acinetobacter tandoii"	Bacteria	Proteobacteria	4.07892	0
"Acinetobacter tjernbergiae"	Bacteria	Proteobacteria	3.69238	0
"Acinetobacter towneri"	Bacteria	Proteobacteria	2.95235	0
"Acinetobacter ursingii"	Bacteria	Proteobacteria	3.53574	0
"Acinetobacter variabilis"	Bacteria	Proteobacteria	3.50076	0
"Acinetobacter venetianus"	Bacteria	Proteobacteria	3.76338	1
"Acinetobacter virus 133"	Viruses	Other	0.159801	1
"Acinetobacter virus Abp1"	Viruses	Other	0.04173	1
"Acinetobacter wuhouensis"	Bacteria	Proteobacteria	4.59914	1
"Acinonyx jubatus"	Eukaryota	Animals	2384.85	0
"Acipenser ruthenus"	Eukaryota	Animals	1732.55	0
"Acipenserid herpesvirus 2"	Viruses	Other	0.066037	1
"Acomys cahirinus"	Eukaryota	Animals	2306.07	0
"Aconitum latent virus"	Viruses	Other	0.008657	1
"Acremonium chrysogenum"	Eukaryota	Fungi	28.5905	0
"Acremonium furcatum"	Eukaryota	Fungi	40.3207	0
"Acridotheres javanicus"	Eukaryota	Animals	1051.58	0
"Acrobeloides nanus"	Eukaryota	Animals	248.055	0
"Acromyrmex echinatior"	Eukaryota	Animals	295.945	0
"Acropora digitifera"	Eukaryota	Animals	447.497	0
"Acropora millepora"	Eukaryota	Animals	386.6	0
"Actibacterium"	Bacteria	Proteobacteria	2.70858	0
"Actibacterium atlanticum"	Bacteria	Proteobacteria	3.17638	0
"Actibacterium mucosum"	Bacteria	Proteobacteria	3.71534	0
"Actibacterium pelagium"	Bacteria	Proteobacteria	3.49448	0
"Actibacterium ureilyticum"	Bacteria	Proteobacteria	4.1453	0
"Actinidia chinensis"	Eukaryota	Plants	553.842	29
"Actinidia chlorotic ringspot-associated emaravirus"	Viruses	Other	0.014146	5
"Actinidia eriantha"	Eukaryota	Plants	690.611	29
"Actinidia seed-borne latent virus"	Viruses	Other	0.008192	1
"Actinidia virus 1"	Viruses	Other	0.018848	1
"Actinidia virus A"	Viruses	Other	0.007566	1
"Actinidia virus B"	Viruses	Other	0.007488	1
"Actinidia virus X"	Viruses	Other	0.006888	1
"Actinoallomurus bryophytorum"	Bacteria	Terrabacteria group	9.46664	0
"Actinoalloteichus"	Bacteria	Terrabacteria group	7.27538	1
"Actinoalloteichus cyanogriseus"	Bacteria	Terrabacteria group	6.02637	0
"Actinoalloteichus hoggarensis"	Bacteria	Terrabacteria group	6.60672	1
"Actinoalloteichus hymeniacidonis"	Bacteria	Terrabacteria group	6.30639	1
"Actinoalloteichus spitiensis"	Bacteria	Terrabacteria group	5.70653	0
"Actinobacillus capsulatus"	Bacteria	Proteobacteria	2.62114	0
"Actinobacillus delphinicola"	Bacteria	Proteobacteria	1.83724	1
"Actinobacillus equuli"	Bacteria	Proteobacteria	2.45199	1
"Actinobacillus indolicus"	Bacteria	Proteobacteria	2.25164	1
"Actinobacillus lignieresii"	Bacteria	Proteobacteria	2.37705	1
"Actinobacillus minor"	Bacteria	Proteobacteria	2.42526	0
"Actinobacillus pleuropneumoniae"	Bacteria	Proteobacteria	2.39183	1
"Actinobacillus porcinus"	Bacteria	Proteobacteria	2.27624	0
"Actinobacillus porcitonsillarum"	Bacteria	Proteobacteria	2.26319	1
"Actinobacillus seminis"	Bacteria	Proteobacteria	2.4674	0
"Actinobacillus succinogenes"	Bacteria	Proteobacteria	2.31966	1
"Actinobacillus suis"	Bacteria	Proteobacteria	2.5016	1
"Actinobacillus ureae"	Bacteria	Proteobacteria	2.49269	0
"[Actinobacillus] rossii"	Bacteria	Proteobacteria	2.65799	0
"Actinobacteria bacterium"	Bacteria	Terrabacteria group	8.20312	0
"Actinobacteria bacterium 13_1_20CM_2_65_11"	Bacteria	Terrabacteria group	2.43768	0
"Actinobacteria bacterium 13_1_20CM_2_66_18"	Bacteria	Terrabacteria group	1.40588	0
"Actinobacteria bacterium 13_1_20CM_3_68_10"	Bacteria	Terrabacteria group	1.14254	0
"Actinobacteria bacterium 13_1_20CM_3_68_9"	Bacteria	Terrabacteria group	2.30871	0
"Actinobacteria bacterium 13_1_20CM_3_71_11"	Bacteria	Terrabacteria group	5.96668	0
"Actinobacteria bacterium 13_1_20CM_4_66_15"	Bacteria	Terrabacteria group	0.24178	0
"Actinobacteria bacterium 13_1_20CM_4_68_12"	Bacteria	Terrabacteria group	1.37274	0
"Actinobacteria bacterium 13_1_20CM_4_69_9"	Bacteria	Terrabacteria group	1.8633	0
"Actinobacteria bacterium 13_1_40CM_2_65_8"	Bacteria	Terrabacteria group	2.40239	0
"Actinobacteria bacterium 13_1_40CM_2_66_13"	Bacteria	Terrabacteria group	1.12902	0
"Actinobacteria bacterium 13_1_40CM_3_66_19"	Bacteria	Terrabacteria group	1.13581	0
"Actinobacteria bacterium 13_1_40CM_4_65_12"	Bacteria	Terrabacteria group	2.7079	0
"Actinobacteria bacterium 13_1_40CM_66_12"	Bacteria	Terrabacteria group	1.55798	0
"Actinobacteria bacterium 13_2_20CM_2_66_6"	Bacteria	Terrabacteria group	8.01854	0
"Actinobacteria bacterium 13_2_20CM_2_71_6"	Bacteria	Terrabacteria group	5.78522	0
"Actinobacteria bacterium 13_2_20CM_2_72_6"	Bacteria	Terrabacteria group	2.78618	0
"Actinobacteria bacterium 13_2_20CM_68_14"	Bacteria	Terrabacteria group	1.56927	0
